edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
30.3,Valparaíso,44.2,1057000.0,Femenino,Media,Sí,Media,Viudo/a,6.9,No,Nunca,
23.8,Antofagasta,80.5,950000.0,Masculino,Media,Sí,Alta,Viudo/a,6.7,Sí,Frecuente,Bicicleta/Pie
65.3,Santiago,51.3,1205000.0,Masculino,Técnica,No,Alta,Viudo/a,7.9,No,Frecuente,Bicicleta/Pie
53.2,Temuco,88.0,904000.0,Masculino,Media,,Media,Viudo/a,7.2,No,Ocasional,Público
39.9,Concepción,66.0,496000.0,Femenino,Básica,No,Media,Soltero/a,5.4,No,Frecuente,Bicicleta/Pie
62.2,La Serena,67.5,1141000.0,Masculino,Universitaria,No,Baja,Viudo/a,8.4,Sí,Ocasional,Bicicleta/Pie
41.2,Santiago,,649000.0,Femenino,Universitaria,,Baja,Casado/a,7.9,No,Ocasional,Privado
27.1,Valparaíso,66.5,,Femenino,Técnica,Sí,Alta,Soltero/a,9.2,No,Nunca,Privado
62.8,Concepción,87.0,1193000.0,Femenino,Universitaria,,Baja,,,No,Nunca,Bicicleta/Pie
48.1,Puerto Montt,40.1,914000.0,Femenino,,Sí,Baja,Separado/a,6.7,Sí,Frecuente,Público
24.4,Puerto Montt,85.3,,Femenino,Media,Sí,Alta,Casado/a,6.7,No,Frecuente,Bicicleta/Pie
37.1,Antofagasta,74.1,570000.0,Femenino,Técnica,No,Media,Soltero/a,8.6,Sí,Ocasional,Público
26.9,Antofagasta,55.5,1131000.0,Femenino,Universitaria,No,Media,,5.8,No,Ocasional,Privado
19.3,Valparaíso,57.1,,Masculino,Técnica,Sí,Alta,Soltero/a,5.6,No,Nunca,Privado
53.9,Valparaíso,90.1,820000.0,Masculino,Técnica,No,Alta,Separado/a,7.3,No,,Bicicleta/Pie
68.6,Antofagasta,58.7,,Femenino,Universitaria,Sí,,Casado/a,4.8,No,Frecuente,
19.0,Temuco,56.2,974000.0,Femenino,Técnica,No,Alta,Casado/a,7.5,No,Frecuente,Público
48.4,Temuco,83.6,870000.0,Femenino,Universitaria,No,Alta,,7.7,Sí,,Público
30.2,Concepción,74.1,748000.0,Femenino,Básica,Sí,Alta,Soltero/a,6.6,No,Nunca,Bicicleta/Pie
32.7,La Serena,58.7,722000.0,Femenino,Universitaria,Sí,Baja,Separado/a,9.1,No,Nunca,Público
31.1,Concepción,72.6,1014000.0,Femenino,Media,No,Baja,Viudo/a,8.7,No,Ocasional,
,La Serena,57.7,938000.0,Masculino,Universitaria,No,Baja,Soltero/a,5.8,No,Nunca,Público
40.7,Valparaíso,83.2,736000.0,Masculino,,No,Media,Soltero/a,8.0,No,,Público
27.5,Santiago,82.7,1071000.0,Femenino,Técnica,Sí,Alta,Soltero/a,8.5,No,Nunca,Bicicleta/Pie
44.1,Concepción,76.4,,Femenino,Universitaria,No,Alta,Separado/a,7.1,No,Nunca,Bicicleta/Pie
39.2,Concepción,74.3,587000.0,Femenino,Media,No,Baja,Viudo/a,6.4,,Frecuente,Bicicleta/Pie
36.4,La Serena,,610000.0,Masculino,Universitaria,No,Media,Viudo/a,5.3,No,Ocasional,Bicicleta/Pie
26.4,Valdivia,70.0,555000.0,Femenino,,No,,Separado/a,6.2,Sí,Ocasional,Bicicleta/Pie
31.3,Valparaíso,55.8,732000.0,Masculino,Universitaria,Sí,Alta,Viudo/a,5.4,No,Ocasional,Público
51.3,Valparaíso,75.4,1108000.0,Masculino,Básica,Sí,Alta,Casado/a,8.4,,Nunca,Público
47.5,Puerto Montt,95.0,599000.0,Masculino,,Sí,Baja,Separado/a,6.6,,Frecuente,Bicicleta/Pie
25.3,Valdivia,,847000.0,Femenino,Básica,No,Baja,Soltero/a,7.8,Sí,Nunca,Bicicleta/Pie
41.5,La Serena,65.7,636000.0,Femenino,Básica,No,Alta,Viudo/a,8.9,No,Frecuente,Público
51.3,Valparaíso,75.0,735000.0,Masculino,Media,,Baja,Casado/a,7.3,No,Nunca,Bicicleta/Pie
15.0,Valdivia,69.4,,Masculino,Universitaria,Sí,Alta,Separado/a,8.8,,Ocasional,Privado
48.2,Antofagasta,58.2,745000.0,Masculino,Básica,Sí,Baja,Separado/a,6.5,No,Nunca,Público
30.1,Valdivia,,752000.0,Masculino,,Sí,Media,Soltero/a,7.6,Sí,Ocasional,Privado
48.6,Temuco,97.8,935000.0,Femenino,Básica,Sí,Alta,Soltero/a,7.3,Sí,Frecuente,
28.6,Puerto Montt,72.4,856000.0,Masculino,Universitaria,No,Media,Separado/a,5.9,Sí,Ocasional,Público
12.9,Antofagasta,,500000.0,Femenino,Básica,Sí,,Casado/a,6.5,No,Ocasional,Público
15.6,Santiago,51.4,1071000.0,Masculino,Técnica,Sí,Media,Soltero/a,,No,Ocasional,Público
40.7,Concepción,73.1,853000.0,Femenino,Media,No,Baja,Separado/a,6.5,Sí,Ocasional,Público
43.9,Puerto Montt,83.2,850000.0,,Técnica,,Media,Separado/a,4.5,No,Frecuente,Público
,Santiago,75.7,798000.0,Femenino,Universitaria,No,Media,Soltero/a,,No,Nunca,Público
49.6,Concepción,70.0,671000.0,Femenino,Básica,No,Media,Viudo/a,5.9,No,Nunca,Bicicleta/Pie
15.1,Temuco,62.9,854000.0,Femenino,Media,No,Alta,Casado/a,,No,Nunca,Bicicleta/Pie
39.0,Valdivia,56.9,919000.0,Masculino,Básica,No,Media,Viudo/a,7.9,No,Nunca,Bicicleta/Pie
21.8,Valparaíso,80.0,363000.0,,,No,Baja,Viudo/a,7.5,No,Ocasional,Privado
30.2,Antofagasta,81.0,665000.0,Masculino,Media,Sí,Baja,Casado/a,6.4,No,Frecuente,Público
40.7,La Serena,51.5,736000.0,,Técnica,Sí,Alta,Casado/a,7.1,No,Frecuente,Bicicleta/Pie
27.1,Antofagasta,89.1,864000.0,Femenino,Media,No,Alta,Soltero/a,6.5,Sí,Nunca,
34.2,Temuco,,1098000.0,Masculino,Básica,Sí,Baja,Soltero/a,4.8,No,Nunca,Bicicleta/Pie
55.1,Santiago,86.8,607000.0,Femenino,Media,No,Media,Soltero/a,6.8,No,Frecuente,Público
31.3,La Serena,53.9,676000.0,,Universitaria,Sí,Baja,Casado/a,11.0,Sí,Frecuente,Público
,Valparaíso,53.6,672000.0,Masculino,Universitaria,Sí,Alta,Viudo/a,5.5,No,Ocasional,Privado
23.1,Temuco,68.2,600000.0,Femenino,Media,Sí,Alta,Casado/a,4.2,No,Frecuente,Privado
47.9,La Serena,76.0,713000.0,Femenino,Universitaria,Sí,Baja,Soltero/a,9.1,No,Frecuente,
61.6,Temuco,91.6,993000.0,Femenino,Universitaria,Sí,,Viudo/a,7.7,No,Ocasional,Privado
2.9,Valdivia,78.5,537000.0,Femenino,Universitaria,,Media,Soltero/a,7.4,No,Ocasional,
28.0,Temuco,,907000.0,Masculino,,Sí,,Viudo/a,6.5,No,,Privado
,Valparaíso,57.7,375000.0,Femenino,Básica,No,Baja,Soltero/a,,Sí,Frecuente,Bicicleta/Pie
37.0,Puerto Montt,84.8,660000.0,Femenino,Universitaria,No,Baja,Casado/a,7.1,Sí,Frecuente,Privado
,Concepción,58.4,718000.0,Femenino,Media,No,Alta,,9.0,Sí,Frecuente,Bicicleta/Pie
30.9,La Serena,89.5,1219000.0,Femenino,Universitaria,Sí,,Separado/a,8.4,Sí,Ocasional,Privado
41.3,Valdivia,66.6,731000.0,Femenino,Técnica,Sí,Alta,,7.9,No,Frecuente,Privado
,Valparaíso,89.1,250000.0,Femenino,,No,Media,,6.0,No,Frecuente,Público
57.5,Temuco,78.1,300000.0,Femenino,,No,Media,Soltero/a,7.3,No,Ocasional,Público
43.8,Valdivia,68.4,809000.0,Femenino,Media,Sí,Baja,Viudo/a,6.1,No,Nunca,
45.1,Valparaíso,63.8,953000.0,Masculino,Media,No,Media,Viudo/a,8.8,No,Nunca,Público
33.8,Puerto Montt,65.9,894000.0,,Media,No,Media,Soltero/a,5.9,No,,Bicicleta/Pie
,Valdivia,75.1,842000.0,Masculino,Media,No,Alta,Soltero/a,6.8,No,Ocasional,Público
33.5,Valdivia,70.9,1091000.0,Masculino,Universitaria,No,,Soltero/a,5.4,Sí,Ocasional,Público
45.9,Concepción,62.9,665000.0,Femenino,Básica,,Baja,Casado/a,6.3,Sí,Frecuente,
33.7,Antofagasta,68.0,1024000.0,Femenino,Universitaria,No,Alta,Separado/a,6.2,No,Frecuente,Privado
44.3,La Serena,70.9,392000.0,Masculino,Técnica,No,Baja,,6.8,No,Nunca,Bicicleta/Pie
71.1,Concepción,44.5,574000.0,Masculino,Técnica,No,Baja,Viudo/a,5.7,No,Ocasional,Bicicleta/Pie
53.1,Santiago,,348000.0,Masculino,Media,No,Alta,Separado/a,8.8,No,Frecuente,Bicicleta/Pie
35.1,La Serena,58.2,731000.0,Femenino,Universitaria,Sí,Media,Viudo/a,,No,Ocasional,Público
58.0,Concepción,56.2,788000.0,Femenino,Universitaria,No,,Casado/a,,Sí,Frecuente,Público
33.9,Temuco,49.8,829000.0,,,No,,Soltero/a,8.2,No,Nunca,Público
9.4,La Serena,48.5,815000.0,Masculino,,No,Media,,10.2,Sí,Frecuente,Bicicleta/Pie
,La Serena,53.7,568000.0,Masculino,Básica,No,Baja,Casado/a,6.4,No,Nunca,Privado
11.9,Valparaíso,,752000.0,Masculino,Universitaria,No,Media,Soltero/a,6.6,No,Nunca,Privado
34.7,Temuco,93.4,426000.0,Masculino,Básica,Sí,Baja,Separado/a,5.9,Sí,Frecuente,Bicicleta/Pie
40.3,Santiago,63.7,1141000.0,,Básica,No,Alta,Casado/a,8.0,No,Frecuente,Bicicleta/Pie
65.1,Antofagasta,72.1,724000.0,Masculino,Básica,No,Alta,Separado/a,8.4,No,Nunca,Privado
44.9,Valdivia,74.8,678000.0,Femenino,Media,Sí,Baja,Separado/a,6.9,No,Ocasional,Público
36.7,Puerto Montt,71.6,,Masculino,Técnica,No,Media,Casado/a,6.3,Sí,,Bicicleta/Pie
52.4,Concepción,69.1,489000.0,,Técnica,Sí,Baja,Viudo/a,7.8,No,Nunca,Privado
6.8,Valparaíso,55.7,519000.0,Femenino,Universitaria,No,Media,Casado/a,8.1,Sí,Nunca,Privado
43.5,Concepción,87.4,526000.0,Masculino,Universitaria,Sí,Media,Separado/a,9.3,No,Frecuente,Privado
51.6,Santiago,91.7,783000.0,Femenino,Media,Sí,Baja,Separado/a,6.1,No,Frecuente,Público
17.8,Valdivia,49.8,908000.0,Femenino,Técnica,No,Baja,Casado/a,8.3,Sí,Nunca,
57.2,Santiago,57.7,985000.0,,Básica,Sí,Media,Soltero/a,7.2,No,Nunca,Privado
45.1,La Serena,66.6,1443000.0,,Básica,,Baja,Soltero/a,4.4,Sí,Ocasional,Privado
33.8,Puerto Montt,58.4,238000.0,Femenino,Universitaria,Sí,Media,Soltero/a,9.3,No,Ocasional,Bicicleta/Pie
49.5,Santiago,76.1,952000.0,Femenino,Técnica,Sí,Baja,Soltero/a,7.4,Sí,Ocasional,Bicicleta/Pie
74.1,Concepción,61.3,661000.0,Masculino,Universitaria,No,Alta,Casado/a,7.9,No,Nunca,
42.7,Temuco,96.0,,Femenino,Universitaria,Sí,Media,Viudo/a,8.4,,Nunca,Privado
43.7,Temuco,84.3,645000.0,Masculino,Básica,No,Alta,Soltero/a,7.9,No,Ocasional,Privado
33.1,La Serena,72.6,573000.0,Femenino,Básica,Sí,Baja,Separado/a,5.5,No,Ocasional,Público
27.3,Antofagasta,82.3,1221000.0,Masculino,Técnica,Sí,Alta,Soltero/a,8.0,No,Frecuente,Privado
52.5,Concepción,83.3,1011000.0,Femenino,Universitaria,No,Baja,Viudo/a,7.7,No,Frecuente,
27.2,Concepción,63.2,806000.0,Femenino,,No,Media,Casado/a,4.5,No,Nunca,Privado
41.1,Santiago,60.2,1138000.0,Masculino,Técnica,Sí,Baja,Viudo/a,9.5,No,Frecuente,Público
32.8,Puerto Montt,70.9,422000.0,Femenino,Universitaria,No,Baja,Viudo/a,6.4,No,Nunca,Bicicleta/Pie
47.2,Concepción,,,Femenino,Técnica,No,Media,Viudo/a,8.5,No,Nunca,Privado
45.0,Valparaíso,,256000.0,Femenino,Técnica,Sí,,Soltero/a,6.5,No,Nunca,Público
55.6,Antofagasta,51.1,625000.0,Femenino,Técnica,Sí,Media,Soltero/a,6.2,No,Ocasional,Bicicleta/Pie
,Santiago,60.4,840000.0,Femenino,Media,No,Baja,Viudo/a,6.9,No,Frecuente,Bicicleta/Pie
36.0,Valparaíso,69.1,826000.0,Femenino,Media,Sí,Media,Casado/a,10.2,No,Frecuente,Privado
25.3,La Serena,69.1,837000.0,Femenino,Básica,No,Alta,Soltero/a,10.0,Sí,Frecuente,Público
33.3,Temuco,93.7,447000.0,Masculino,Básica,No,Baja,,6.2,No,Frecuente,Público
45.7,La Serena,53.4,1001000.0,Femenino,Universitaria,No,Baja,Soltero/a,8.9,No,Ocasional,Público
51.4,Temuco,76.1,860000.0,Femenino,Técnica,No,Baja,Casado/a,7.0,No,Frecuente,Bicicleta/Pie
26.2,La Serena,87.9,983000.0,Masculino,Universitaria,No,Media,Soltero/a,,No,Frecuente,Público
53.0,Concepción,97.3,327000.0,Femenino,Básica,,Baja,Viudo/a,8.7,No,Ocasional,Bicicleta/Pie
,Valparaíso,65.1,878000.0,Femenino,Media,Sí,Media,Separado/a,7.4,Sí,Frecuente,Público
46.2,Temuco,75.9,503000.0,Masculino,Básica,No,Baja,Separado/a,7.1,No,Frecuente,
68.2,Santiago,76.8,701000.0,Femenino,Universitaria,Sí,Alta,Casado/a,7.9,No,,Privado
28.4,Valparaíso,72.3,934000.0,Femenino,Básica,No,Baja,Casado/a,7.7,No,Ocasional,Bicicleta/Pie
21.3,Santiago,68.8,823000.0,Masculino,Universitaria,Sí,Alta,Viudo/a,5.3,No,Ocasional,Público
13.3,Valparaíso,75.2,587000.0,Masculino,Universitaria,Sí,Media,Viudo/a,7.3,Sí,Ocasional,Bicicleta/Pie
,Valparaíso,39.6,802000.0,Femenino,Universitaria,Sí,Alta,Casado/a,6.0,Sí,Nunca,Público
,La Serena,78.2,417000.0,Femenino,Universitaria,No,Baja,Separado/a,,No,Ocasional,Privado
39.2,Temuco,71.5,1088000.0,Masculino,Básica,Sí,Baja,Viudo/a,8.7,,Frecuente,Bicicleta/Pie
,Temuco,67.3,749000.0,,Universitaria,Sí,Media,Casado/a,7.3,No,Frecuente,
23.1,Puerto Montt,,1080000.0,Masculino,Universitaria,No,Baja,Viudo/a,6.3,No,Frecuente,Bicicleta/Pie
76.7,Valparaíso,61.9,668000.0,Masculino,Técnica,Sí,Baja,Viudo/a,5.2,No,Frecuente,Bicicleta/Pie
41.9,Concepción,65.2,669000.0,Masculino,Universitaria,Sí,Media,Soltero/a,5.8,No,Nunca,Privado
41.6,Concepción,93.9,609000.0,Femenino,Básica,No,Media,,6.9,No,Nunca,Privado
50.9,Santiago,60.0,1019000.0,Masculino,Universitaria,Sí,Alta,Casado/a,9.5,No,Nunca,Bicicleta/Pie
47.2,Santiago,63.4,,Masculino,Media,Sí,Media,Viudo/a,5.4,No,Frecuente,Bicicleta/Pie
,La Serena,68.2,961000.0,Masculino,Media,No,Baja,Casado/a,7.4,No,Frecuente,Bicicleta/Pie
28.1,Valparaíso,80.1,704000.0,Femenino,Universitaria,Sí,Media,Soltero/a,7.6,Sí,Ocasional,Privado
47.1,Santiago,72.5,306000.0,,Media,,Baja,Soltero/a,8.8,No,Ocasional,Público
68.2,Santiago,54.5,657000.0,Femenino,Media,Sí,Alta,Separado/a,7.2,No,Frecuente,Privado
60.2,Antofagasta,63.6,505000.0,Masculino,Básica,Sí,Media,Soltero/a,,No,Ocasional,Bicicleta/Pie
63.9,Valparaíso,62.7,808000.0,Femenino,,No,Baja,Soltero/a,8.8,Sí,Ocasional,Bicicleta/Pie
32.3,Valdivia,69.1,502000.0,Femenino,Media,No,Media,Casado/a,5.8,Sí,Frecuente,Privado
25.2,La Serena,75.1,,Masculino,,No,,Separado/a,8.2,,Nunca,Bicicleta/Pie
38.1,Santiago,75.0,777000.0,Masculino,Técnica,No,Media,Soltero/a,4.9,,Frecuente,Bicicleta/Pie
40.8,La Serena,48.7,756000.0,Femenino,Técnica,Sí,Media,,7.1,No,Frecuente,Bicicleta/Pie
56.4,Temuco,82.8,964000.0,Femenino,Media,No,,,6.6,No,Ocasional,Bicicleta/Pie
14.6,La Serena,73.0,1041000.0,Masculino,Universitaria,,Baja,Soltero/a,5.9,Sí,Ocasional,
62.9,Valdivia,86.6,795000.0,Femenino,Media,Sí,Media,Separado/a,8.5,No,,Público
37.6,Concepción,75.3,607000.0,Masculino,Universitaria,Sí,Baja,Soltero/a,8.5,No,Nunca,Privado
33.6,Valdivia,83.2,357000.0,,Universitaria,Sí,Alta,Casado/a,8.6,No,Frecuente,Privado
24.8,Concepción,75.6,628000.0,Femenino,Universitaria,No,Baja,Separado/a,7.6,No,Nunca,Privado
,La Serena,86.2,646000.0,Femenino,Técnica,Sí,Baja,Separado/a,5.2,Sí,Nunca,Público
52.3,Concepción,76.3,827000.0,Femenino,Media,Sí,Alta,Soltero/a,6.5,No,Frecuente,
41.1,Temuco,68.8,714000.0,Femenino,Media,Sí,Media,Separado/a,8.5,No,Frecuente,Privado
,Valparaíso,97.3,972000.0,Masculino,Básica,No,Baja,Soltero/a,8.5,Sí,Frecuente,Privado
20.6,Concepción,80.7,647000.0,Femenino,Técnica,No,Baja,Viudo/a,8.8,No,Nunca,Privado
35.0,Concepción,,786000.0,Femenino,Básica,No,,Separado/a,7.5,No,Ocasional,Bicicleta/Pie
65.0,La Serena,54.7,1096000.0,Femenino,Básica,No,Media,Separado/a,6.7,No,Nunca,Público
36.1,Temuco,54.5,885000.0,Masculino,Universitaria,No,Baja,,4.1,No,Nunca,Público
,Puerto Montt,73.5,785000.0,Femenino,Técnica,,Alta,Casado/a,8.3,Sí,Nunca,
36.3,Puerto Montt,71.7,650000.0,Femenino,Básica,No,Media,Separado/a,6.9,No,Ocasional,Público
35.9,Puerto Montt,62.6,642000.0,Masculino,Media,Sí,Media,Casado/a,5.1,No,Nunca,Privado
-0.5,Puerto Montt,71.7,587000.0,Masculino,Básica,Sí,Alta,Separado/a,8.1,No,Nunca,Público
39.2,Valparaíso,89.1,665000.0,Masculino,Técnica,Sí,Baja,Soltero/a,9.1,No,Nunca,Bicicleta/Pie
36.5,Valdivia,78.3,989000.0,,Media,No,Media,Separado/a,8.3,Sí,Ocasional,Privado
50.4,La Serena,56.3,745000.0,Masculino,,No,Baja,Separado/a,8.0,No,,Público
67.7,La Serena,68.7,463000.0,Femenino,Media,Sí,Baja,Viudo/a,,No,Ocasional,Privado
56.9,Antofagasta,60.3,1242000.0,Masculino,Universitaria,Sí,Baja,Casado/a,3.0,No,Ocasional,Público
36.0,Temuco,65.3,880000.0,Masculino,Media,No,Alta,Casado/a,9.6,No,Frecuente,Privado
23.4,Puerto Montt,65.0,448000.0,Masculino,Universitaria,No,,Viudo/a,5.8,Sí,Frecuente,Bicicleta/Pie
78.6,Valparaíso,64.3,690000.0,,Universitaria,No,Baja,Soltero/a,,No,Frecuente,Bicicleta/Pie
40.9,Temuco,54.9,828000.0,Masculino,Básica,No,Media,Soltero/a,6.3,No,Ocasional,Público
40.2,Puerto Montt,68.5,1226000.0,Masculino,Básica,No,Media,Soltero/a,6.5,No,Frecuente,
39.6,Valparaíso,63.3,,Masculino,Media,No,Alta,Viudo/a,9.3,Sí,Frecuente,Privado
43.0,Temuco,34.8,1044000.0,Masculino,Técnica,No,Alta,Separado/a,7.8,Sí,Frecuente,Bicicleta/Pie
37.8,La Serena,94.6,1150000.0,Femenino,Media,No,Media,Soltero/a,6.0,No,,Privado
31.4,La Serena,83.1,643000.0,Femenino,Básica,Sí,Media,Soltero/a,6.2,Sí,Nunca,Bicicleta/Pie
31.8,Valdivia,65.5,731000.0,Femenino,Media,No,Alta,Viudo/a,10.7,No,Frecuente,Privado
39.5,Santiago,70.2,541000.0,Masculino,Básica,No,Baja,Casado/a,7.5,,Frecuente,Privado
31.8,Valdivia,55.9,749000.0,Masculino,Media,No,Alta,,6.4,No,Frecuente,Privado
29.3,Concepción,90.3,791000.0,Masculino,Técnica,Sí,Baja,Casado/a,4.6,Sí,Frecuente,Público
41.6,Valdivia,92.8,965000.0,Femenino,Media,Sí,Media,Soltero/a,4.5,No,Ocasional,Bicicleta/Pie
36.2,Puerto Montt,71.9,,Masculino,,No,Media,Soltero/a,5.3,No,Nunca,Público
62.6,Antofagasta,82.3,613000.0,Masculino,,Sí,Media,Separado/a,7.1,No,Nunca,Público
0.2,Temuco,72.1,308000.0,Masculino,Media,Sí,Baja,Separado/a,8.7,No,Frecuente,Privado
56.4,Antofagasta,54.0,795000.0,Femenino,Técnica,Sí,Alta,Casado/a,7.9,No,Nunca,Bicicleta/Pie
58.7,Santiago,65.1,,Femenino,,No,Baja,Soltero/a,8.8,No,Frecuente,Público
8.9,Concepción,71.6,862000.0,Masculino,Básica,No,Alta,Soltero/a,7.8,Sí,Frecuente,Privado
34.9,Temuco,64.5,718000.0,Femenino,Básica,No,Alta,Viudo/a,5.2,No,Nunca,Bicicleta/Pie
34.4,Valparaíso,67.4,,Masculino,Técnica,No,Alta,Soltero/a,7.6,No,Nunca,
18.9,Puerto Montt,68.9,1179000.0,Masculino,Universitaria,No,Media,Soltero/a,7.7,No,Ocasional,Público
28.3,Concepción,69.0,895000.0,Femenino,,No,Alta,Viudo/a,6.8,,Frecuente,Privado
,La Serena,70.6,707000.0,,Técnica,No,,Viudo/a,6.5,Sí,Nunca,
66.3,Santiago,57.3,675000.0,Femenino,Media,Sí,Alta,Soltero/a,6.8,No,,Bicicleta/Pie
54.0,Concepción,61.4,758000.0,Femenino,Básica,No,Alta,Separado/a,4.7,,Nunca,Público
59.1,Puerto Montt,54.6,1209000.0,Masculino,Media,No,Media,,5.0,No,Nunca,Privado
50.8,Valdivia,81.7,,Masculino,,No,,Soltero/a,10.8,No,Frecuente,Bicicleta/Pie
23.1,Concepción,,795000.0,Femenino,Técnica,,Baja,Separado/a,,No,Ocasional,Privado
32.1,Valdivia,83.8,679000.0,Femenino,Técnica,No,,Viudo/a,4.4,No,Frecuente,
47.3,Puerto Montt,,1075000.0,Masculino,Técnica,No,,Separado/a,5.9,No,,Bicicleta/Pie
21.7,La Serena,66.4,1290000.0,Masculino,Universitaria,No,Baja,Soltero/a,7.7,No,Ocasional,Privado
50.7,Temuco,38.8,913000.0,Masculino,Universitaria,No,Baja,Separado/a,,No,Frecuente,Privado
36.4,Valparaíso,65.7,821000.0,Masculino,Universitaria,Sí,Media,Soltero/a,5.5,No,Ocasional,
34.4,La Serena,69.2,809000.0,Femenino,Técnica,Sí,Alta,Separado/a,7.1,No,Nunca,Bicicleta/Pie
50.7,Valdivia,57.9,204000.0,Femenino,,No,Baja,Soltero/a,6.2,Sí,Ocasional,Privado
,Valdivia,,986000.0,Femenino,Media,No,Alta,Soltero/a,7.3,Sí,,Público
34.6,Valparaíso,88.4,834000.0,,Técnica,Sí,Alta,Separado/a,,No,Frecuente,Público
57.4,Temuco,78.0,907000.0,Masculino,Básica,No,Baja,Separado/a,6.0,No,Nunca,Privado
23.8,Concepción,58.9,622000.0,Femenino,Técnica,No,Media,Viudo/a,6.0,No,Nunca,Público
49.2,Valparaíso,50.8,704000.0,Femenino,Media,Sí,Alta,Casado/a,,Sí,Ocasional,Público
48.9,Santiago,66.1,697000.0,Femenino,Universitaria,No,Media,Soltero/a,6.7,No,Ocasional,Bicicleta/Pie
35.4,Santiago,67.4,1055000.0,Masculino,,No,Baja,Soltero/a,6.9,No,Frecuente,Privado
,Puerto Montt,76.0,,Femenino,Universitaria,No,Alta,Soltero/a,4.9,No,Ocasional,Bicicleta/Pie
21.2,La Serena,63.6,1321000.0,Masculino,Técnica,Sí,,Soltero/a,6.5,,Frecuente,Privado
53.9,Valdivia,76.1,908000.0,Femenino,Media,Sí,,Separado/a,6.6,No,Nunca,
37.2,Temuco,93.2,481000.0,Femenino,Técnica,No,Alta,Separado/a,4.2,No,Nunca,Bicicleta/Pie
32.2,Puerto Montt,79.8,768000.0,Femenino,Universitaria,Sí,,Casado/a,5.8,No,Ocasional,Bicicleta/Pie
55.7,La Serena,69.4,637000.0,Masculino,Universitaria,Sí,Media,Soltero/a,5.8,No,Nunca,Público
29.4,La Serena,67.8,251000.0,Masculino,Media,Sí,Baja,Casado/a,7.3,No,Nunca,Público
18.9,Puerto Montt,65.7,1200000.0,Masculino,Técnica,No,Baja,Viudo/a,8.9,,Frecuente,Privado
16.7,Antofagasta,84.2,976000.0,Masculino,Básica,Sí,Media,,7.1,No,Ocasional,Privado
49.1,La Serena,62.5,933000.0,Masculino,Técnica,Sí,Media,,8.7,No,Frecuente,Público
,Antofagasta,70.5,841000.0,Masculino,,Sí,Alta,Viudo/a,6.7,Sí,Nunca,Público
66.3,Santiago,70.6,,Femenino,Básica,No,Baja,Viudo/a,,Sí,Nunca,Bicicleta/Pie
8.8,Santiago,64.0,679000.0,Masculino,Media,Sí,Alta,Casado/a,7.1,,Nunca,
65.4,La Serena,53.5,1010000.0,Femenino,Técnica,Sí,Media,Viudo/a,10.6,,Ocasional,Privado
43.2,Santiago,73.9,,Masculino,Básica,No,Alta,Casado/a,6.8,Sí,Nunca,Bicicleta/Pie
38.5,Temuco,69.3,167000.0,Femenino,Media,Sí,Media,Separado/a,8.2,No,Nunca,
31.8,Antofagasta,76.0,743000.0,Femenino,Universitaria,Sí,Baja,Separado/a,7.3,No,Frecuente,Público
46.0,Antofagasta,63.6,765000.0,Masculino,Básica,,Baja,Casado/a,8.7,No,Ocasional,Público
39.4,La Serena,84.6,834000.0,Femenino,Básica,No,Media,Viudo/a,,No,Nunca,Público
56.5,Santiago,59.5,982000.0,Masculino,,No,Baja,Viudo/a,7.5,,Frecuente,Privado
41.7,Valparaíso,90.5,959000.0,Masculino,Universitaria,Sí,Media,Separado/a,5.3,No,Nunca,Público
42.3,Valdivia,49.0,865000.0,Masculino,Básica,Sí,Alta,Separado/a,5.4,Sí,Frecuente,Público
34.5,Puerto Montt,75.2,1099000.0,Masculino,Media,Sí,Media,Viudo/a,6.1,No,Nunca,Público
39.1,Puerto Montt,75.7,420000.0,Femenino,Básica,Sí,Alta,Viudo/a,6.6,No,Ocasional,
44.6,Antofagasta,60.5,926000.0,Masculino,Básica,Sí,Media,Viudo/a,7.2,No,,Privado
14.3,La Serena,,957000.0,Femenino,,,,Viudo/a,6.1,No,Frecuente,Privado
19.8,La Serena,85.4,490000.0,,Universitaria,No,Media,Casado/a,4.0,No,Nunca,Bicicleta/Pie
51.1,Temuco,,424000.0,Femenino,Técnica,Sí,Media,,8.5,No,Ocasional,Privado
42.6,Concepción,76.0,,Masculino,Técnica,Sí,Media,Separado/a,7.7,No,Nunca,Privado
,Valdivia,40.1,635000.0,Femenino,Universitaria,Sí,Baja,Separado/a,7.1,No,Ocasional,Privado
40.3,Concepción,58.4,988000.0,Masculino,Universitaria,No,Media,Soltero/a,8.9,No,Frecuente,Bicicleta/Pie
45.2,Antofagasta,89.5,646000.0,Femenino,Media,Sí,Baja,Viudo/a,5.8,No,Ocasional,Público
31.9,Puerto Montt,63.0,586000.0,Masculino,Básica,,Media,Casado/a,6.8,No,Nunca,
28.3,Temuco,55.9,647000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,7.2,No,Nunca,Público
42.9,Temuco,67.6,1080000.0,Masculino,Media,Sí,Media,Soltero/a,6.4,Sí,Nunca,Privado
25.3,Temuco,94.8,803000.0,Masculino,Técnica,Sí,Alta,Casado/a,5.8,Sí,Frecuente,Público
